id,age,job,marital,education,balance,housing,loan,contact
22590,54,management,divorced,secondary,2762,no,no,cellular
22591,59,admin.,married,secondary,6264,no,no,cellular
22592,45,services,married,secondary,1064,no,no,cellular
22593,49,technician,married,secondary,702,no,no,telephone
22594,38,housemaid,married,secondary,316,no,no,cellular
22595,32,management,married,tertiary,26,no,no,cellular
22596,46,housemaid,married,primary,304,no,no,cellular
22597,55,blue-collar,married,secondary,176,no,yes,cellular
22598,58,blue-collar,married,primary,4354,yes,no,cellular
22599,51,technician,married,secondary,130,no,no,cellular
22600,37,management,married,tertiary,49,no,yes,cellular
22601,50,services,single,secondary,321,no,no,telephone
22602,47,blue-collar,married,secondary,-18,no,yes,cellular
22603,53,services,married,secondary,1,no,no,cellular
22604,51,management,married,tertiary,79,no,yes,cellular
22605,33,management,single,tertiary,349,no,no,cellular
22606,60,blue-collar,married,primary,0,no,no,cellular
22607,49,blue-collar,married,primary,239,no,no,cellular
22608,49,blue-collar,married,primary,397,no,no,cellular
22609,47,blue-collar,married,primary,0,no,no,cellular
22610,32,self-employed,married,tertiary,102,no,no,cellular
22611,37,housemaid,married,primary,655,yes,no,cellular
22612,30,technician,married,secondary,394,no,no,cellular
22613,38,management,married,tertiary,441,yes,yes,cellular
22614,53,housemaid,married,unknown,0,no,no,cellular
22615,44,self-employed,married,secondary,465,no,no,cellular
22616,31,technician,single,secondary,-466,no,no,cellular
22617,40,self-employed,married,secondary,2,no,no,cellular
22618,41,management,divorced,tertiary,369,yes,no,telephone
22619,44,technician,married,secondary,56,no,no,cellular
22620,30,management,divorced,tertiary,0,no,no,cellular
22621,33,technician,married,tertiary,29,no,no,cellular
22622,33,technician,single,secondary,635,no,no,cellular
22623,31,management,single,tertiary,34,no,no,cellular
22624,33,management,single,secondary,15,no,no,cellular
22625,32,management,married,tertiary,2172,yes,no,cellular
22626,57,housemaid,married,unknown,0,no,no,cellular
22627,44,housemaid,married,primary,41,no,no,cellular
22628,41,housemaid,married,primary,46,no,no,cellular
22629,40,management,married,secondary,830,no,no,cellular
22630,59,blue-collar,married,primary,63,no,no,cellular
22631,35,technician,single,secondary,126,no,no,cellular
22632,33,technician,single,tertiary,0,no,no,cellular
22633,33,technician,single,secondary,0,no,no,cellular
22634,33,unknown,married,tertiary,8971,no,no,cellular
22635,45,technician,single,secondary,11,no,no,cellular
22636,35,technician,single,secondary,24,no,no,cellular
22637,52,self-employed,married,tertiary,583,yes,no,cellular
22638,58,services,married,secondary,818,no,no,cellular
22639,60,retired,married,unknown,963,no,no,cellular
22640,51,unemployed,married,secondary,234,no,no,cellular
22641,39,technician,married,secondary,140,no,no,cellular
22642,34,management,single,tertiary,0,no,no,cellular
22643,38,technician,married,secondary,299,no,no,cellular
22644,33,management,married,tertiary,52,no,no,cellular
22645,32,technician,divorced,tertiary,53,no,no,cellular
22646,50,services,married,secondary,26394,no,no,cellular
22647,31,technician,married,tertiary,1385,no,no,cellular
22648,31,technician,single,secondary,4028,no,yes,cellular
22649,60,retired,married,secondary,0,no,no,cellular
22650,46,technician,married,secondary,520,no,no,cellular
22651,57,retired,married,primary,3518,yes,no,cellular
22652,50,blue-collar,married,primary,19,no,no,cellular
22653,39,technician,divorced,secondary,115,no,no,cellular
22654,50,management,married,tertiary,135,no,no,cellular
22655,36,management,married,tertiary,591,yes,no,cellular
22656,36,management,single,tertiary,86,no,no,cellular
22657,58,technician,married,tertiary,0,no,no,cellular
22658,31,management,single,tertiary,0,no,no,cellular
22659,30,management,single,tertiary,77,no,no,cellular
22660,52,services,married,secondary,381,no,yes,cellular
22661,53,unknown,married,unknown,0,no,no,cellular
22662,51,technician,married,tertiary,-3,no,no,cellular
22663,33,technician,single,secondary,-32,no,no,cellular
22664,48,management,divorced,tertiary,0,no,no,cellular
22665,60,retired,married,primary,155,no,no,cellular
22666,50,management,divorced,tertiary,0,no,no,cellular
22667,59,blue-collar,married,primary,6271,yes,no,cellular
22668,33,technician,single,tertiary,137,no,no,cellular
22669,37,self-employed,married,secondary,119,no,no,cellular
22670,45,blue-collar,married,primary,185,no,no,cellular
22671,47,management,married,secondary,1083,no,no,cellular
22672,41,technician,married,secondary,2039,no,no,cellular
22673,52,management,married,tertiary,967,no,no,cellular
22674,35,technician,single,tertiary,275,yes,no,cellular
22675,34,technician,married,secondary,47,no,no,cellular
22676,36,management,married,tertiary,1235,no,no,cellular
22677,32,technician,married,secondary,4,yes,yes,cellular
22678,36,management,married,tertiary,3874,no,no,cellular
22679,58,blue-collar,married,unknown,9,no,no,cellular
22680,43,technician,married,secondary,136,no,no,cellular
22681,55,blue-collar,married,secondary,467,no,no,cellular
22682,33,technician,single,secondary,161,no,no,cellular
22683,51,blue-collar,married,primary,581,no,no,cellular
22684,43,management,married,tertiary,676,no,no,cellular
22685,33,technician,single,secondary,9,no,yes,cellular
22686,32,technician,married,secondary,1840,yes,no,cellular
22687,37,management,married,tertiary,0,no,no,cellular
22688,48,management,single,tertiary,830,no,no,cellular
22689,40,technician,divorced,secondary,237,no,no,cellular
22690,30,technician,married,secondary,384,no,no,cellular
22691,37,management,married,tertiary,566,no,no,cellular
22692,46,admin.,married,secondary,1083,no,no,cellular
22693,53,technician,divorced,secondary,394,no,no,cellular
22694,38,management,divorced,tertiary,2350,no,no,cellular
22695,49,admin.,married,secondary,635,no,no,cellular
22696,33,management,single,tertiary,9135,yes,no,cellular
22697,56,blue-collar,married,unknown,3197,no,no,cellular
22698,34,technician,single,secondary,1174,no,no,cellular
22699,32,technician,married,secondary,79,yes,no,cellular
22700,46,blue-collar,married,primary,575,no,no,cellular
22701,38,technician,divorced,secondary,631,yes,no,cellular
22702,44,management,divorced,tertiary,96,no,no,cellular
22703,42,technician,divorced,tertiary,343,no,no,cellular
22704,46,blue-collar,married,secondary,519,yes,no,cellular
22705,45,blue-collar,married,secondary,221,no,yes,cellular
22706,49,blue-collar,married,secondary,1860,no,no,cellular
22707,42,management,single,tertiary,0,no,no,cellular
22708,54,housemaid,married,primary,470,no,no,cellular
22709,47,technician,married,tertiary,52,no,no,cellular
22710,54,blue-collar,married,primary,211,no,no,cellular
22711,43,technician,married,secondary,246,no,no,cellular
22712,52,management,single,tertiary,597,no,no,cellular
22713,33,management,single,tertiary,-2,no,yes,cellular
22714,49,housemaid,married,primary,-75,no,yes,cellular
22715,60,retired,married,tertiary,0,no,no,cellular
22716,32,management,married,tertiary,1232,no,no,cellular
22717,30,technician,single,secondary,175,no,no,cellular
22718,34,technician,married,secondary,545,yes,no,cellular
22719,37,technician,married,secondary,5380,no,no,cellular
22720,36,management,married,tertiary,46,no,no,cellular
22721,39,management,single,tertiary,0,no,no,cellular
22722,33,housemaid,married,primary,2054,no,no,cellular
22723,49,management,divorced,tertiary,112,no,no,cellular
22724,47,technician,married,secondary,1990,yes,yes,cellular
22725,46,management,married,secondary,0,no,no,telephone
22726,33,management,single,tertiary,369,no,no,cellular
22727,43,housemaid,married,primary,0,yes,no,cellular
22728,54,self-employed,married,secondary,745,no,yes,cellular
22729,39,technician,single,tertiary,-41,no,yes,cellular
22730,58,blue-collar,married,primary,0,no,no,telephone
22731,59,technician,married,secondary,283,no,no,cellular
22732,51,housemaid,married,secondary,603,no,no,cellular
22733,40,technician,married,secondary,214,no,no,cellular
22734,56,management,single,tertiary,3694,no,no,cellular
22735,41,management,divorced,tertiary,-68,yes,yes,cellular
22736,30,management,single,tertiary,171,no,no,cellular
22737,45,self-employed,married,secondary,-124,no,no,cellular
22738,35,technician,single,tertiary,2650,no,no,cellular
22739,33,management,married,tertiary,584,yes,no,cellular
22740,49,housemaid,married,secondary,905,no,no,cellular
22741,45,technician,single,secondary,21,yes,no,cellular
22742,37,technician,married,tertiary,905,yes,no,cellular
22743,59,blue-collar,married,primary,-546,no,no,cellular
22744,54,housemaid,married,primary,182,no,no,cellular
22745,38,management,married,tertiary,1463,yes,no,cellular
22746,35,management,divorced,tertiary,29,no,no,cellular
22747,33,technician,married,tertiary,74,no,no,cellular
22748,37,unemployed,divorced,tertiary,1085,no,no,cellular
22749,30,management,married,tertiary,42,no,no,cellular
22750,52,technician,married,secondary,3431,no,no,cellular
22751,45,admin.,married,secondary,309,no,no,cellular
22752,33,technician,married,secondary,0,no,no,cellular
22753,34,technician,married,tertiary,11126,no,no,cellular
22754,36,technician,single,secondary,351,no,no,cellular
22755,49,technician,married,secondary,626,yes,no,cellular
22756,54,blue-collar,married,secondary,497,yes,no,cellular
22757,33,unemployed,single,secondary,0,yes,yes,cellular
22758,54,blue-collar,married,secondary,2059,yes,no,cellular
22759,58,blue-collar,married,primary,5188,yes,no,cellular
22760,33,technician,married,secondary,430,no,no,cellular
22761,36,technician,married,secondary,0,no,no,cellular
22762,30,management,married,tertiary,604,no,no,cellular
22763,36,management,divorced,tertiary,2397,no,no,cellular
22764,44,management,married,tertiary,-68,no,yes,cellular
22765,39,technician,married,secondary,3825,no,yes,cellular
22766,55,management,single,tertiary,43074,yes,no,cellular
22767,55,management,divorced,tertiary,407,yes,yes,cellular
22768,34,technician,married,secondary,2,yes,no,cellular
22769,47,services,married,secondary,756,no,no,cellular
22770,35,technician,divorced,secondary,0,no,no,cellular
22771,41,management,married,tertiary,51,no,no,cellular
22772,54,blue-collar,married,secondary,983,no,no,cellular
22773,39,technician,divorced,secondary,130,yes,no,cellular
22774,33,technician,married,tertiary,463,no,no,cellular
22775,33,technician,single,tertiary,49,no,no,cellular
22776,45,admin.,married,secondary,356,no,no,cellular
22777,50,management,married,tertiary,3327,no,no,cellular
22778,30,management,married,tertiary,144,yes,no,cellular
22779,52,services,married,secondary,-298,no,no,cellular
22780,52,unknown,married,secondary,142,no,no,cellular
22781,34,management,married,tertiary,169,no,no,cellular
22782,55,management,married,tertiary,740,no,no,cellular
22783,42,self-employed,married,tertiary,1385,no,no,cellular
22784,46,management,married,tertiary,-3,no,no,cellular
22785,30,technician,single,tertiary,-266,no,yes,cellular
22786,53,services,married,secondary,1461,no,no,cellular
22787,33,technician,single,secondary,291,no,no,cellular
22788,31,management,married,tertiary,2652,no,no,cellular
22789,31,management,single,tertiary,0,no,no,cellular
22790,31,management,single,tertiary,0,no,no,cellular
22791,59,retired,married,unknown,0,no,no,cellular
22792,30,technician,married,tertiary,3418,no,no,cellular
22793,39,entrepreneur,married,tertiary,0,no,no,cellular
22794,46,technician,married,secondary,518,no,no,cellular
22795,44,technician,divorced,secondary,242,no,no,cellular
22796,55,self-employed,married,secondary,198,no,no,cellular
22797,51,blue-collar,married,primary,7134,no,no,cellular
22798,34,management,married,tertiary,8,no,no,cellular
22799,35,technician,divorced,tertiary,-995,yes,yes,cellular
22800,37,technician,married,tertiary,0,yes,no,cellular
22801,48,management,married,tertiary,190,no,no,cellular
22802,41,technician,married,secondary,1190,no,no,cellular
22803,43,technician,married,secondary,275,no,no,cellular
22804,50,retired,divorced,tertiary,-300,no,yes,cellular
22805,33,technician,married,secondary,0,no,no,cellular
22806,60,management,married,tertiary,-311,no,no,cellular
22807,46,blue-collar,married,secondary,1272,no,no,cellular
22808,34,housemaid,single,tertiary,43,no,no,cellular
22809,47,blue-collar,married,primary,85,no,no,cellular
22810,30,management,single,tertiary,73,no,no,cellular
22811,48,blue-collar,married,primary,193,no,yes,cellular
22812,33,technician,single,tertiary,6,no,no,cellular
22813,35,management,single,tertiary,0,no,no,cellular
22814,50,management,married,tertiary,1396,no,no,cellular
22815,34,management,married,secondary,15,no,no,cellular
22816,48,unknown,married,unknown,558,no,no,cellular
22817,32,management,single,tertiary,776,no,no,cellular
22818,54,blue-collar,married,secondary,2255,no,no,cellular
22819,52,technician,married,secondary,141,no,no,cellular
22820,31,management,single,tertiary,0,no,no,cellular
22821,32,management,married,secondary,251,no,no,cellular
22822,49,blue-collar,married,primary,-117,no,no,cellular
22823,38,management,divorced,tertiary,162,no,no,cellular
22824,33,entrepreneur,married,tertiary,-886,yes,yes,cellular
22825,55,management,single,tertiary,1498,no,no,cellular
22826,47,technician,divorced,secondary,157,yes,no,cellular
22827,35,technician,single,secondary,-816,no,no,cellular
22828,31,technician,single,secondary,105,no,no,cellular
22829,56,management,married,tertiary,154,no,no,cellular
22830,39,self-employed,married,secondary,454,yes,no,cellular
22831,30,management,married,tertiary,4874,yes,no,cellular
22832,52,technician,married,secondary,306,no,no,cellular
22833,51,unemployed,married,secondary,1052,no,no,cellular
22834,59,retired,married,primary,255,no,yes,cellular
22835,34,technician,single,tertiary,6742,no,no,cellular
22836,33,technician,single,secondary,31,no,yes,cellular
22837,55,services,married,primary,269,no,no,cellular
22838,34,management,single,tertiary,280,no,no,cellular
22839,51,services,married,secondary,135,no,no,cellular
